ID,year,city_ID,city_FAA,aveTemp,LAT,LONG,ELEV,City
1750,2001,29,LAX,61.73333333,33.938,-118.3888,29.6,Los Angeles
1751,2002,29,LAX,62.09166667,33.938,-118.3888,29.6,Los Angeles
1752,2003,29,LAX,63.15,33.938,-118.3888,29.6,Los Angeles
1753,2004,29,LAX,63.33333333,33.938,-118.3888,29.6,Los Angeles
1754,2005,29,LAX,63.03333333,33.938,-118.3888,29.6,Los Angeles
1755,2006,29,LAX,63.78333333,33.938,-118.3888,29.6,Los Angeles
1756,2007,29,LAX,62.675,33.938,-118.3888,29.6,Los Angeles
1757,2008,29,LAX,63.68333333,33.938,-118.3888,29.6,Los Angeles
1758,2009,29,LAX,62.74166667,33.938,-118.3888,29.6,Los Angeles
1759,2010,29,LAX,61.94166667,33.938,-118.3888,29.6,Los Angeles
1760,2011,29,LAX,61.81666667,33.938,-118.3888,29.6,Los Angeles
1761,2012,29,LAX,63.40833333,33.938,-118.3888,29.6,Los Angeles
1762,2013,29,LAX,63.73333333,33.938,-118.3888,29.6,Los Angeles
1763,2014,29,LAX,65.95833333,33.938,-118.3888,29.6,Los Angeles
1764,2015,29,LAX,65.54166667,33.938,-118.3888,29.6,Los Angeles
1765,2016,29,LAX,64.85,33.938,-118.3888,29.6,Los Angeles
1766,2017,29,LAX,65.1,33.938,-118.3888,29.6,Los Angeles
1767,2018,29,LAX,65.21666667,33.938,-118.3888,29.6,Los Angeles
1768,2019,29,LAX,63.975,33.938,-118.3888,29.6,Los Angeles
1769,2020,29,LAX,64.66666667,33.938,-118.3888,29.6,Los Angeles
1770,1960,30,LGA,54.375,40.77944,-73.88035,3.4,New York
1771,1961,30,LGA,54.35,40.77944,-73.88035,3.4,New York
1772,1962,30,LGA,52.94166667,40.77944,-73.88035,3.4,New York
1773,1963,30,LGA,53.28333333,40.77944,-73.88035,3.4,New York
1774,1964,30,LGA,54.65833333,40.77944,-73.88035,3.4,New York
1775,1965,30,LGA,54.875,40.77944,-73.88035,3.4,New York
1776,1966,30,LGA,54.94166667,40.77944,-73.88035,3.4,New York
1777,1967,30,LGA,53.06666667,40.77944,-73.88035,3.4,New York
1778,1968,30,LGA,53.66666667,40.77944,-73.88035,3.4,New York
1779,1969,30,LGA,53.50833333,40.77944,-73.88035,3.4,New York
1780,1970,30,LGA,54.23333333,40.77944,-73.88035,3.4,New York
1781,1971,30,LGA,54.48333333,40.77944,-73.88035,3.4,New York
1782,1972,30,LGA,52.125,40.77944,-73.88035,3.4,New York
1783,1973,30,LGA,55.725,40.77944,-73.88035,3.4,New York
1784,1974,30,LGA,54.325,40.77944,-73.88035,3.4,New York
1785,1975,30,LGA,54.70833333,40.77944,-73.88035,3.4,New York
1786,1976,30,LGA,54.3,40.77944,-73.88035,3.4,New York
1787,1977,30,LGA,53.68333333,40.77944,-73.88035,3.4,New York
1788,1978,30,LGA,52.525,40.77944,-73.88035,3.4,New York
1789,1979,30,LGA,53.83333333,40.77944,-73.88035,3.4,New York
1790,1980,30,LGA,54,40.77944,-73.88035,3.4,New York
1791,1981,30,LGA,54.38333333,40.77944,-73.88035,3.4,New York
1792,1982,30,LGA,53.775,40.77944,-73.88035,3.4,New York
1793,1983,30,LGA,55.13333333,40.77944,-73.88035,3.4,New York
1794,1984,30,LGA,54.69166667,40.77944,-73.88035,3.4,New York
1795,1985,30,LGA,55.33333333,40.77944,-73.88035,3.4,New York
1796,1986,30,LGA,54.98333333,40.77944,-73.88035,3.4,New York
1797,1987,30,LGA,55.09166667,40.77944,-73.88035,3.4,New York
1798,1988,30,LGA,54.75833333,40.77944,-73.88035,3.4,New York
1799,1989,30,LGA,54.4,40.77944,-73.88035,3.4,New York
1800,1990,30,LGA,57.45,40.77944,-73.88035,3.4,New York
1801,1991,30,LGA,57.88333333,40.77944,-73.88035,3.4,New York
1802,1992,30,LGA,54.43333333,40.77944,-73.88035,3.4,New York
1803,1993,30,LGA,55.375,40.77944,-73.88035,3.4,New York
1804,1994,30,LGA,55.56666667,40.77944,-73.88035,3.4,New York
1805,1995,30,LGA,55.94166667,40.77944,-73.88035,3.4,New York
1806,1996,30,LGA,54.61666667,40.77944,-73.88035,3.4,New York
1807,1997,30,LGA,55.30833333,40.77944,-73.88035,3.4,New York
1808,1998,30,LGA,57.83333333,40.77944,-73.88035,3.4,New York
1809,1999,30,LGA,56.9,40.77944,-73.88035,3.4,New York
1810,2000,30,LGA,54.73333333,40.77944,-73.88035,3.4,New York
1811,2001,30,LGA,56.95833333,40.77944,-73.88035,3.4,New York
1812,2002,30,LGA,56.94166667,40.77944,-73.88035,3.4,New York
1813,2003,30,LGA,54.075,40.77944,-73.88035,3.4,New York
1814,2004,30,LGA,55.08333333,40.77944,-73.88035,3.4,New York
1815,2005,30,LGA,56.19166667,40.77944,-73.88035,3.4,New York
1816,2006,30,LGA,58.45833333,40.77944,-73.88035,3.4,New York
1817,2007,30,LGA,56.84166667,40.77944,-73.88035,3.4,New York
1818,2008,30,LGA,56.4,40.77944,-73.88035,3.4,New York
1819,2009,30,LGA,54.875,40.77944,-73.88035,3.4,New York
1820,2010,30,LGA,57.79166667,40.77944,-73.88035,3.4,New York
1821,2011,30,LGA,56.68333333,40.77944,-73.88035,3.4,New York
1822,2012,30,LGA,58.46666667,40.77944,-73.88035,3.4,New York
1823,2013,30,LGA,55.89166667,40.77944,-73.88035,3.4,New York
1824,2014,30,LGA,54.43333333,40.77944,-73.88035,3.4,New York
1825,2015,30,LGA,56.56666667,40.77944,-73.88035,3.4,New York
1826,2016,30,LGA,58.65833333,40.77944,-73.88035,3.4,New York
1827,2017,30,LGA,57.725,40.77944,-73.88035,3.4,New York
1828,2018,30,LGA,57,40.77944,-73.88035,3.4,New York
1829,2019,30,LGA,56.24166667,40.77944,-73.88035,3.4,New York
1830,2020,30,LGA,58.575,40.77944,-73.88035,3.4,New York
1831,1960,31,LIT,60.3,34.7273,-92.2389,78.6,Little Rock
1832,1961,31,LIT,61.075,34.7273,-92.2389,78.6,Little Rock
1833,1962,31,LIT,62.06666667,34.7273,-92.2389,78.6,Little Rock
1834,1963,31,LIT,61.74166667,34.7273,-92.2389,78.6,Little Rock
1835,1964,31,LIT,62.19166667,34.7273,-92.2389,78.6,Little Rock
1836,1965,31,LIT,62.675,34.7273,-92.2389,78.6,Little Rock
1837,1966,31,LIT,61.05833333,34.7273,-92.2389,78.6,Little Rock
1838,1967,31,LIT,60.875,34.7273,-92.2389,78.6,Little Rock
1839,1968,31,LIT,59.9,34.7273,-92.2389,78.6,Little Rock
1840,1969,31,LIT,60.85833333,34.7273,-92.2389,78.6,Little Rock
1841,1970,31,LIT,61.475,34.7273,-92.2389,78.6,Little Rock
1842,1971,31,LIT,61.95833333,34.7273,-92.2389,78.6,Little Rock
1843,1972,31,LIT,61.93333333,34.7273,-92.2389,78.6,Little Rock
1844,1973,31,LIT,62.53333333,34.7273,-92.2389,78.6,Little Rock
1845,1974,31,LIT,61.84166667,34.7273,-92.2389,78.6,Little Rock
1846,1975,31,LIT,61.28333333,34.7273,-92.2389,78.6,Little Rock
1847,1976,31,LIT,60.425,34.7273,-92.2389,78.6,Little Rock
1848,1977,31,LIT,62.5,34.7273,-92.2389,78.6,Little Rock
1849,1978,31,LIT,61.375,34.7273,-92.2389,78.6,Little Rock
1850,1979,31,LIT,60.70833333,34.7273,-92.2389,78.6,Little Rock
1851,1980,31,LIT,62.825,34.7273,-92.2389,78.6,Little Rock
1852,1981,31,LIT,62.525,34.7273,-92.2389,78.6,Little Rock
1853,1982,31,LIT,62.38333333,34.7273,-92.2389,78.6,Little Rock
1854,1983,31,LIT,60.31666667,34.7273,-92.2389,78.6,Little Rock
1855,1984,31,LIT,61.275,34.7273,-92.2389,78.6,Little Rock
1856,1985,31,LIT,61.35,34.7273,-92.2389,78.6,Little Rock
1857,1986,31,LIT,63.13333333,34.7273,-92.2389,78.6,Little Rock
1858,1987,31,LIT,63.14166667,34.7273,-92.2389,78.6,Little Rock
1859,1988,31,LIT,61.59166667,34.7273,-92.2389,78.6,Little Rock
1860,1989,31,LIT,60.85833333,34.7273,-92.2389,78.6,Little Rock
1861,1990,31,LIT,64.075,34.7273,-92.2389,78.6,Little Rock
1862,1991,31,LIT,63.23333333,34.7273,-92.2389,78.6,Little Rock
1863,1992,31,LIT,62,34.7273,-92.2389,78.6,Little Rock
1864,1993,31,LIT,61.53333333,34.7273,-92.2389,78.6,Little Rock
1865,1994,31,LIT,62.48333333,34.7273,-92.2389,78.6,Little Rock
1866,1995,31,LIT,62.83333333,34.7273,-92.2389,78.6,Little Rock
1867,1996,31,LIT,61.90833333,34.7273,-92.2389,78.6,Little Rock
1868,1997,31,LIT,62.11666667,34.7273,-92.2389,78.6,Little Rock
1869,1998,31,LIT,65.41666667,34.7273,-92.2389,78.6,Little Rock
1870,1999,31,LIT,63.80833333,34.7273,-92.2389,78.6,Little Rock
1871,2000,31,LIT,62.45833333,34.7273,-92.2389,78.6,Little Rock
1872,2001,31,LIT,62.475,34.7273,-92.2389,78.6,Little Rock
1873,2002,31,LIT,61.71666667,34.7273,-92.2389,78.6,Little Rock
1874,2003,31,LIT,61.925,34.7273,-92.2389,78.6,Little Rock
1875,2004,31,LIT,62.76666667,34.7273,-92.2389,78.6,Little Rock
1876,2005,31,LIT,64.08333333,34.7273,-92.2389,78.6,Little Rock
1877,2006,31,LIT,64.28333333,34.7273,-92.2389,78.6,Little Rock
1878,2007,31,LIT,64.10833333,34.7273,-92.2389,78.6,Little Rock
1879,2008,31,LIT,62.05833333,34.7273,-92.2389,78.6,Little Rock
1880,2009,31,LIT,62,34.7273,-92.2389,78.6,Little Rock
1881,2010,31,LIT,63.825,34.7273,-92.2389,78.6,Little Rock
1882,2011,31,LIT,63.94166667,34.7273,-92.2389,78.6,Little Rock
1883,2012,31,LIT,65.74166667,34.7273,-92.2389,78.6,Little Rock
1884,2013,31,LIT,61.875,34.7273,-92.2389,78.6,Little Rock
1885,2014,31,LIT,61.025,34.7273,-92.2389,78.6,Little Rock
1886,2015,31,LIT,64.1,34.7273,-92.2389,78.6,Little Rock
1887,2016,31,LIT,65.21666667,34.7273,-92.2389,78.6,Little Rock
1888,2017,31,LIT,63.625,34.7273,-92.2389,78.6,Little Rock
1889,2018,31,LIT,62.24166667,34.7273,-92.2389,78.6,Little Rock
1890,2019,31,LIT,62.36666667,34.7273,-92.2389,78.6,Little Rock
1891,2020,31,LIT,62.33333333,34.7273,-92.2389,78.6,Little Rock
1892,1960,32,MEM,60.41666667,35.0564,-89.9865,77.4,Memphis
1893,1961,32,MEM,60.44166667,35.0564,-89.9865,77.4,Memphis
1894,1962,32,MEM,61.475,35.0564,-89.9865,77.4,Memphis
1895,1963,32,MEM,60.76666667,35.0564,-89.9865,77.4,Memphis
1896,1964,32,MEM,61.475,35.0564,-89.9865,77.4,Memphis
1897,1965,32,MEM,62.28333333,35.0564,-89.9865,77.4,Memphis
1898,1966,32,MEM,59.98333333,35.0564,-89.9865,77.4,Memphis
1899,1967,32,MEM,61,35.0564,-89.9865,77.4,Memphis
1900,1968,32,MEM,60.61666667,35.0564,-89.9865,77.4,Memphis
1901,1969,32,MEM,61.01666667,35.0564,-89.9865,77.4,Memphis
1902,1970,32,MEM,61.375,35.0564,-89.9865,77.4,Memphis
1903,1971,32,MEM,62.09166667,35.0564,-89.9865,77.4,Memphis
1904,1972,32,MEM,60.925,35.0564,-89.9865,77.4,Memphis
1905,1973,32,MEM,62.7,35.0564,-89.9865,77.4,Memphis
1906,1974,32,MEM,62.45833333,35.0564,-89.9865,77.4,Memphis
1907,1975,32,MEM,62.75833333,35.0564,-89.9865,77.4,Memphis
1908,1976,32,MEM,61.41666667,35.0564,-89.9865,77.4,Memphis
1909,1977,32,MEM,63.91666667,35.0564,-89.9865,77.4,Memphis
1910,1978,32,MEM,61.775,35.0564,-89.9865,77.4,Memphis
1911,1979,32,MEM,61.1,35.0564,-89.9865,77.4,Memphis
1912,1980,32,MEM,63.7,35.0564,-89.9865,77.4,Memphis
1913,1981,32,MEM,63.55833333,35.0564,-89.9865,77.4,Memphis
1914,1982,32,MEM,62.59166667,35.0564,-89.9865,77.4,Memphis
1915,1983,32,MEM,61.41666667,35.0564,-89.9865,77.4,Memphis
1916,1984,32,MEM,62.60833333,35.0564,-89.9865,77.4,Memphis
1917,1985,32,MEM,61.975,35.0564,-89.9865,77.4,Memphis
1918,1986,32,MEM,63.79166667,35.0564,-89.9865,77.4,Memphis
1919,1987,32,MEM,63.48333333,35.0564,-89.9865,77.4,Memphis
1920,1988,32,MEM,62.19166667,35.0564,-89.9865,77.4,Memphis
1921,1989,32,MEM,61.40833333,35.0564,-89.9865,77.4,Memphis
1922,1990,32,MEM,64.375,35.0564,-89.9865,77.4,Memphis
1923,1991,32,MEM,63.75,35.0564,-89.9865,77.4,Memphis
1924,1992,32,MEM,62.21666667,35.0564,-89.9865,77.4,Memphis
1925,1993,32,MEM,62.1,35.0564,-89.9865,77.4,Memphis
1926,1994,32,MEM,63.04166667,35.0564,-89.9865,77.4,Memphis
1927,1995,32,MEM,62.375,35.0564,-89.9865,77.4,Memphis
1928,1996,32,MEM,61.30833333,35.0564,-89.9865,77.4,Memphis
1929,1997,32,MEM,61.25833333,35.0564,-89.9865,77.4,Memphis
1930,1998,32,MEM,64.98333333,35.0564,-89.9865,77.4,Memphis
1931,1999,32,MEM,64.53333333,35.0564,-89.9865,77.4,Memphis
1932,2000,32,MEM,63.28333333,35.0564,-89.9865,77.4,Memphis
1933,2001,32,MEM,63.16666667,35.0564,-89.9865,77.4,Memphis
1934,2002,32,MEM,62.775,35.0564,-89.9865,77.4,Memphis
1935,2003,32,MEM,61.91666667,35.0564,-89.9865,77.4,Memphis
1936,2004,32,MEM,63.43333333,35.0564,-89.9865,77.4,Memphis
1937,2005,32,MEM,64.55833333,35.0564,-89.9865,77.4,Memphis
1938,2006,32,MEM,64.26666667,35.0564,-89.9865,77.4,Memphis
1939,2007,32,MEM,65.43333333,35.0564,-89.9865,77.4,Memphis
1940,2008,32,MEM,62.43333333,35.0564,-89.9865,77.4,Memphis
1941,2009,32,MEM,62.425,35.0564,-89.9865,77.4,Memphis
1942,2010,32,MEM,63.575,35.0564,-89.9865,77.4,Memphis
1943,2011,32,MEM,64.01666667,35.0564,-89.9865,77.4,Memphis
1944,2012,32,MEM,65.85833333,35.0564,-89.9865,77.4,Memphis
1945,2013,32,MEM,62.15,35.0564,-89.9865,77.4,Memphis
1946,2014,32,MEM,61.275,35.0564,-89.9865,77.4,Memphis
1947,2015,32,MEM,64.15,35.0564,-89.9865,77.4,Memphis
1948,2016,32,MEM,65.75,35.0564,-89.9865,77.4,Memphis
1949,2017,32,MEM,64.69166667,35.0564,-89.9865,77.4,Memphis
1950,2018,32,MEM,63.175,35.0564,-89.9865,77.4,Memphis
1951,2019,32,MEM,63.54166667,35.0564,-89.9865,77.4,Memphis
1952,2020,32,MEM,63.51666667,35.0564,-89.9865,77.4,Memphis
1953,1960,33,MIA,75.19166667,25.7881,-80.3169,8.8,Miami
1954,1961,33,MIA,75.875,25.7881,-80.3169,8.8,Miami
1955,1962,33,MIA,74.675,25.7881,-80.3169,8.8,Miami
1956,1963,33,MIA,74.725,25.7881,-80.3169,8.8,Miami
1957,1964,33,MIA,76.35833333,25.7881,-80.3169,8.8,Miami
1958,1965,33,MIA,75.925,25.7881,-80.3169,8.8,Miami
1959,1966,33,MIA,74.25,25.7881,-80.3169,8.8,Miami
1960,1967,33,MIA,75.81666667,25.7881,-80.3169,8.8,Miami
1961,1968,33,MIA,74.29166667,25.7881,-80.3169,8.8,Miami
1962,1969,33,MIA,75.50833333,25.7881,-80.3169,8.8,Miami
1963,1970,33,MIA,75.75,25.7881,-80.3169,8.8,Miami
1964,1971,33,MIA,76.375,25.7881,-80.3169,8.8,Miami
1965,1972,33,MIA,75.9,25.7881,-80.3169,8.8,Miami
1966,1973,33,MIA,76.01666667,25.7881,-80.3169,8.8,Miami
1967,1974,33,MIA,77.26666667,25.7881,-80.3169,8.8,Miami
1968,1975,33,MIA,76.95833333,25.7881,-80.3169,8.8,Miami
1969,1976,33,MIA,75.25833333,25.7881,-80.3169,8.8,Miami
1970,1977,33,MIA,75.4,25.7881,-80.3169,8.8,Miami
1971,1978,33,MIA,75.425,25.7881,-80.3169,8.8,Miami
1972,1979,33,MIA,75.70833333,25.7881,-80.3169,8.8,Miami
1973,1980,33,MIA,75.78333333,25.7881,-80.3169,8.8,Miami
1974,1981,33,MIA,75.68333333,25.7881,-80.3169,8.8,Miami
1975,1982,33,MIA,77.5,25.7881,-80.3169,8.8,Miami
1976,1983,33,MIA,75.35,25.7881,-80.3169,8.8,Miami
1977,1984,33,MIA,75.09166667,25.7881,-80.3169,8.8,Miami
1978,1985,33,MIA,75.38333333,25.7881,-80.3169,8.8,Miami
1979,1986,33,MIA,76.36666667,25.7881,-80.3169,8.8,Miami
1980,1987,33,MIA,76.49166667,25.7881,-80.3169,8.8,Miami
1981,1988,33,MIA,76.60833333,25.7881,-80.3169,8.8,Miami
1982,1989,33,MIA,77.45,25.7881,-80.3169,8.8,Miami
1983,1990,33,MIA,78.125,25.7881,-80.3169,8.8,Miami
1984,1991,33,MIA,77.8,25.7881,-80.3169,8.8,Miami
1985,1992,33,MIA,76.95,25.7881,-80.3169,8.8,Miami
1986,1993,33,MIA,77.31666667,25.7881,-80.3169,8.8,Miami
1987,1994,33,MIA,78.08333333,25.7881,-80.3169,8.8,Miami
1988,1995,33,MIA,77.13333333,25.7881,-80.3169,8.8,Miami
1989,1996,33,MIA,76.46666667,25.7881,-80.3169,8.8,Miami
1990,1997,33,MIA,77.39166667,25.7881,-80.3169,8.8,Miami
1991,1998,33,MIA,77.83333333,25.7881,-80.3169,8.8,Miami
1992,1999,33,MIA,76.675,25.7881,-80.3169,8.8,Miami
1993,2000,33,MIA,76.75,25.7881,-80.3169,8.8,Miami
1994,2001,33,MIA,76.84166667,25.7881,-80.3169,8.8,Miami
1995,2002,33,MIA,77.6,25.7881,-80.3169,8.8,Miami
1996,2003,33,MIA,77.30833333,25.7881,-80.3169,8.8,Miami
1997,2004,33,MIA,76.78333333,25.7881,-80.3169,8.8,Miami
1998,2005,33,MIA,76.625,25.7881,-80.3169,8.8,Miami
1999,2006,33,MIA,77.1,25.7881,-80.3169,8.8,Miami
2000,2007,33,MIA,77.83333333,25.7881,-80.3169,8.8,Miami
2001,2008,33,MIA,77.70833333,25.7881,-80.3169,8.8,Miami
2002,2009,33,MIA,77.875,25.7881,-80.3169,8.8,Miami
2003,2010,33,MIA,75.74166667,25.7881,-80.3169,8.8,Miami
2004,2011,33,MIA,78.24166667,25.7881,-80.3169,8.8,Miami
2005,2012,33,MIA,77.29166667,25.7881,-80.3169,8.8,Miami
2006,2013,33,MIA,77.88333333,25.7881,-80.3169,8.8,Miami
2007,2014,33,MIA,77.54166667,25.7881,-80.3169,8.8,Miami
2008,2015,33,MIA,79.11666667,25.7881,-80.3169,8.8,Miami
2009,2016,33,MIA,78.075,25.7881,-80.3169,8.8,Miami
2010,2017,33,MIA,79.075,25.7881,-80.3169,8.8,Miami
2011,2018,33,MIA,77.71666667,25.7881,-80.3169,8.8,Miami
2012,2019,33,MIA,79.11666667,25.7881,-80.3169,8.8,Miami
2013,2020,33,MIA,79.28333333,25.7881,-80.3169,8.8,Miami
2014,1960,34,MKE,44.89166667,42.95489,-87.90457,203.3,Milwaukee
2015,1961,34,MKE,46.48333333,42.95489,-87.90457,203.3,Milwaukee
2016,1962,34,MKE,44.91666667,42.95489,-87.90457,203.3,Milwaukee
2017,1963,34,MKE,44.64166667,42.95489,-87.90457,203.3,Milwaukee
2018,1964,34,MKE,47.3,42.95489,-87.90457,203.3,Milwaukee
2019,1965,34,MKE,45.8,42.95489,-87.90457,203.3,Milwaukee
2020,1966,34,MKE,45.05,42.95489,-87.90457,203.3,Milwaukee
2021,1967,34,MKE,45.525,42.95489,-87.90457,203.3,Milwaukee
2022,1968,34,MKE,47.53333333,42.95489,-87.90457,203.3,Milwaukee
2023,1969,34,MKE,45.2,42.95489,-87.90457,203.3,Milwaukee
2024,1970,34,MKE,46.21666667,42.95489,-87.90457,203.3,Milwaukee
2025,1971,34,MKE,45.36666667,42.95489,-87.90457,203.3,Milwaukee
2026,1972,34,MKE,43.575,42.95489,-87.90457,203.3,Milwaukee
2027,1973,34,MKE,48.25833333,42.95489,-87.90457,203.3,Milwaukee
2028,1974,34,MKE,45.96666667,42.95489,-87.90457,203.3,Milwaukee
2029,1975,34,MKE,47.01666667,42.95489,-87.90457,203.3,Milwaukee
2030,1976,34,MKE,46.19166667,42.95489,-87.90457,203.3,Milwaukee
2031,1977,34,MKE,46.24166667,42.95489,-87.90457,203.3,Milwaukee
2032,1978,34,MKE,45,42.95489,-87.90457,203.3,Milwaukee
2033,1979,34,MKE,45.53333333,42.95489,-87.90457,203.3,Milwaukee
2034,1980,34,MKE,45.4,42.95489,-87.90457,203.3,Milwaukee
2035,1981,34,MKE,45.375,42.95489,-87.90457,203.3,Milwaukee
2036,1982,34,MKE,45.24166667,42.95489,-87.90457,203.3,Milwaukee
2037,1983,34,MKE,47.39166667,42.95489,-87.90457,203.3,Milwaukee
2038,1984,34,MKE,47.99166667,42.95489,-87.90457,203.3,Milwaukee
2039,1985,34,MKE,46.31666667,42.95489,-87.90457,203.3,Milwaukee
2040,1986,34,MKE,47.51666667,42.95489,-87.90457,203.3,Milwaukee
2041,1987,34,MKE,50.16666667,42.95489,-87.90457,203.3,Milwaukee
2042,1988,34,MKE,47.93333333,42.95489,-87.90457,203.3,Milwaukee
2043,1989,34,MKE,45.69166667,42.95489,-87.90457,203.3,Milwaukee
2044,1990,34,MKE,49.91666667,42.95489,-87.90457,203.3,Milwaukee
2045,1991,34,MKE,49.95,42.95489,-87.90457,203.3,Milwaukee
2046,1992,34,MKE,47.43333333,42.95489,-87.90457,203.3,Milwaukee
2047,1993,34,MKE,47.79166667,42.95489,-87.90457,203.3,Milwaukee
2048,1994,34,MKE,49.39166667,42.95489,-87.90457,203.3,Milwaukee
2049,1995,34,MKE,48.475,42.95489,-87.90457,203.3,Milwaukee
2050,1996,34,MKE,45.94166667,42.95489,-87.90457,203.3,Milwaukee
2051,1997,34,MKE,46.33333333,42.95489,-87.90457,203.3,Milwaukee
2052,1998,34,MKE,50.83333333,42.95489,-87.90457,203.3,Milwaukee
2053,1999,34,MKE,49.43333333,42.95489,-87.90457,203.3,Milwaukee
2054,2000,34,MKE,47.9,42.95489,-87.90457,203.3,Milwaukee
2055,2001,34,MKE,49.175,42.95489,-87.90457,203.3,Milwaukee
2056,2002,34,MKE,49.175,42.95489,-87.90457,203.3,Milwaukee
2057,2003,34,MKE,46.89166667,42.95489,-87.90457,203.3,Milwaukee
2058,2004,34,MKE,47.7,42.95489,-87.90457,203.3,Milwaukee
2059,2005,34,MKE,49.15,42.95489,-87.90457,203.3,Milwaukee
2060,2006,34,MKE,50.04166667,42.95489,-87.90457,203.3,Milwaukee
2061,2007,34,MKE,48.90833333,42.95489,-87.90457,203.3,Milwaukee
2062,2008,34,MKE,46.98333333,42.95489,-87.90457,203.3,Milwaukee
2063,2009,34,MKE,47.275,42.95489,-87.90457,203.3,Milwaukee
2064,2010,34,MKE,50.28333333,42.95489,-87.90457,203.3,Milwaukee
2065,2011,34,MKE,48.6,42.95489,-87.90457,203.3,Milwaukee
2066,2012,34,MKE,51.9,42.95489,-87.90457,203.3,Milwaukee
2067,2013,34,MKE,46.70833333,42.95489,-87.90457,203.3,Milwaukee
2068,2014,34,MKE,45.05,42.95489,-87.90457,203.3,Milwaukee
2069,2015,34,MKE,48.55,42.95489,-87.90457,203.3,Milwaukee
2070,2016,34,MKE,50.89166667,42.95489,-87.90457,203.3,Milwaukee
2071,2017,34,MKE,50.65,42.95489,-87.90457,203.3,Milwaukee
2072,2018,34,MKE,48.85,42.95489,-87.90457,203.3,Milwaukee
2073,2019,34,MKE,47.94166667,42.95489,-87.90457,203.3,Milwaukee
2074,2020,34,MKE,50.64166667,42.95489,-87.90457,203.3,Milwaukee
2075,1960,35,MOB,65.73333333,30.68819,-88.24598,65.5,Mobile
2076,1961,35,MOB,66.56666667,30.68819,-88.24598,65.5,Mobile
2077,1962,35,MOB,67.975,30.68819,-88.24598,65.5,Mobile
2078,1963,35,MOB,67.05833333,30.68819,-88.24598,65.5,Mobile
2079,1964,35,MOB,66.76666667,30.68819,-88.24598,65.5,Mobile
2080,1965,35,MOB,68.25833333,30.68819,-88.24598,65.5,Mobile
2081,1966,35,MOB,67.13333333,30.68819,-88.24598,65.5,Mobile
2082,1967,35,MOB,68.39166667,30.68819,-88.24598,65.5,Mobile
2083,1968,35,MOB,67.00833333,30.68819,-88.24598,65.5,Mobile
2084,1969,35,MOB,67.41666667,30.68819,-88.24598,65.5,Mobile
2085,1970,35,MOB,67.83333333,30.68819,-88.24598,65.5,Mobile
2086,1971,35,MOB,69.19166667,30.68819,-88.24598,65.5,Mobile
2087,1972,35,MOB,69.11666667,30.68819,-88.24598,65.5,Mobile
2088,1973,35,MOB,68.81666667,30.68819,-88.24598,65.5,Mobile
2089,1974,35,MOB,68.43333333,30.68819,-88.24598,65.5,Mobile
2090,1975,35,MOB,68.5,30.68819,-88.24598,65.5,Mobile
2091,1976,35,MOB,66.24166667,30.68819,-88.24598,65.5,Mobile
2092,1977,35,MOB,67.21666667,30.68819,-88.24598,65.5,Mobile
2093,1978,35,MOB,67.05833333,30.68819,-88.24598,65.5,Mobile
2094,1979,35,MOB,66.18333333,30.68819,-88.24598,65.5,Mobile
2095,1980,35,MOB,67.86666667,30.68819,-88.24598,65.5,Mobile
2096,1981,35,MOB,67.46666667,30.68819,-88.24598,65.5,Mobile
2097,1982,35,MOB,67.69166667,30.68819,-88.24598,65.5,Mobile
2098,1983,35,MOB,64.4,30.68819,-88.24598,65.5,Mobile
2099,1984,35,MOB,66.38333333,30.68819,-88.24598,65.5,Mobile
2100,1985,35,MOB,66.875,30.68819,-88.24598,65.5,Mobile
2101,1986,35,MOB,67.83333333,30.68819,-88.24598,65.5,Mobile
2102,1987,35,MOB,66.65,30.68819,-88.24598,65.5,Mobile
2103,1988,35,MOB,66.55,30.68819,-88.24598,65.5,Mobile
2104,1989,35,MOB,66.70833333,30.68819,-88.24598,65.5,Mobile
2105,1990,35,MOB,68.61666667,30.68819,-88.24598,65.5,Mobile
2106,1991,35,MOB,67.75833333,30.68819,-88.24598,65.5,Mobile
2107,1992,35,MOB,66.80833333,30.68819,-88.24598,65.5,Mobile
2108,1993,35,MOB,66.40833333,30.68819,-88.24598,65.5,Mobile
2109,1994,35,MOB,67.44166667,30.68819,-88.24598,65.5,Mobile
2110,1995,35,MOB,67.5,30.68819,-88.24598,65.5,Mobile
2111,1996,35,MOB,66.13333333,30.68819,-88.24598,65.5,Mobile
2112,1997,35,MOB,66.56666667,30.68819,-88.24598,65.5,Mobile
2113,1998,35,MOB,68.56666667,30.68819,-88.24598,65.5,Mobile
2114,1999,35,MOB,68.03333333,30.68819,-88.24598,65.5,Mobile
2115,2000,35,MOB,67.70833333,30.68819,-88.24598,65.5,Mobile
2116,2001,35,MOB,67.31666667,30.68819,-88.24598,65.5,Mobile
2117,2002,35,MOB,67.06666667,30.68819,-88.24598,65.5,Mobile
2118,2003,35,MOB,67.49166667,30.68819,-88.24598,65.5,Mobile
2119,2004,35,MOB,68.00833333,30.68819,-88.24598,65.5,Mobile
2120,2005,35,MOB,67.68333333,30.68819,-88.24598,65.5,Mobile
2121,2006,35,MOB,68.01666667,30.68819,-88.24598,65.5,Mobile
2122,2007,35,MOB,67.75,30.68819,-88.24598,65.5,Mobile
